label,review,split
1,fairly tale last long,train
1,great company,train
1,best company work,train
0,human resource assistant,train
0,amazin worst,train
1,great place work expected also much cooporate,train
1,awsm company work,train
1,tier 1 warehouse assosicate,train
1,breath fresh air far one favorite job love going daily,train
1,consumer product advisor,train
1,sr software engineer,train
1,msft review,train
1,find anything better,train
0,amazon worst job ever,train
1,sde,train
0,amazon prime,train
0,place like employee like thrown arena without training integration plan,train
1,great place work great benefit amazing culture,train
1,never dull moment,train
0,dog eat dog puppy eat dog,train
1,account executive,train
1,overall good job experience,train
0,overpromised underdelivered,train
1,awesome company,train
0,sort center,train
1,great,train
1,work super smart people,train
0,awful management,train
1,microsoft,train
0,toxic culture,train
1,apple red zone specialist,train
0,decent place,train
1,best place work,train
0,lot process bureaucracy politics,train
0,pay bill,train
1,fullfillment specialist,train
1,retail position,train
1,amazing workplace excellent environment,train
1,fun place work burn quickly,train
0,warehouse,train
1,ice tray ice tray,train
0,work amazon value sanity,train
0,software developer,train
0,amazon need new leadership hr seattle,train
1,great place grow prepare pay,train
1,great comany work,train
0,laughable,train
1,technical account management,train
1,software development engineer,train
0,good company gain skill,train
1,love working amazon,train
1,field quality engineer,train
1,office manager,train
0,manager,train
1,excellent company,train
0,warehouse operative worker,train
1,senior security architect,train
0,average employer,train
0,headed right direction time quit 8 year,train
0,amazon india development center,train
1,decent pay decent work,train
0,operation administrative assistant,train
0,faceless banking corporation,train
0,great longer 10 year tenure coming end,train
0,group dependent still used,train
0,job extremely monotonous labor,train
0,tsp germany,train
1,ok experience amazon unstructured political environment,train
1,software developer,train
1,sde,train
0,warehouse associate,train
1,decent place work loosing innovation sparkle,train
0,worth,train
1,job satisfaction security,train
1,sr iphone solution consultant,train
0,loved job hated management,train
0,support technician,train
0,amazon best,train
1,shift manager point view,train
0,exp microsoft,train
1,really great experience,train
0,dark side,train
0,plutt bon,train
1,job pay good overtime,train
1,mostly good improving,train
1,apple review,train
1,technical program manager,train
1,associate,train
0,difficult move company,train
1,great company work,train
1,agile program manager,train
1,amazing company,train
1,sr technical program manager,train
0,icqa,train
0,interesting challenge best culture,train
0,lovehate relationship company,train
1,design engineer,train
1,microsoft,train
0,everything look great except,train
0,product focused enough people focus,train
0,paycheck amazon take everything heart worth stress,train
0,retail product specialist,train
1,almost two year,train
1,operation apple hq,train
0,apple experience,train
1,great place work,train
1,good first company,train
1,one year msft,train
0,poor culture,train
0,ship clerk,train
0,sqa engineer,train
1,world class education,train
1,adwords strategist,train
1,account executive,train
1,great place,train
1,senior sale engineer,train
1,area manager,train
0,politically charged environment,train
0,avoid,train
1,gm,train
1,great place work,train
1,new account manager,train
0,hardware engineering manager,train
0,meh great,train
1,intense always,train
1,review amazon,train
0,stow,train
0,unorganized unprofessional understand work life balance,train
0,work vendor,train
1,paradise setback,train
0,sr program manager,train
0,angery,train
0,investigation specialist,train
0,supply chain,train
0,software test engineer,train
1,senior accountant,train
1,fast paced friendly atmosphere,train
1,amazing amazing amazing,train
1,great,train
0,great talent political,train
0,adversarial distrustful allencompassing,train
0,account executive sale,train
0,waste time worth,train
0,amazon flex driver,train
0,home advisor,train
1,working amazon,train
0,terrible review model,train
1,learn lot join microsoft,train
0,decent company work longer awesome company,train
1,company great principle though much great work already done,train
0,easy hard time,train
0,tough culture long hour leader sit ivory tower promotion hard come,train
0,unfair treatment,train
1,great place great manager,train
1,fair,train
1,area manager,train
0,assistant,train
0,good bad,train
1,customer service associate,train
0,used favorite job,train
0,worst company ever workaholic,train
0,group manager,train
0,freeforall politics company goal make successful,train
0,warehouse associate,train
0,great young gogetter terrible experienced leader type expectation,train
1,best company,train
0,abusive,train
1,director business strategy,train
0,ok,train
1,sale,train
1,awesome,train
1,trainer,train
0,slechte begeleiding tijd van ziekte,train
0,great technology really smart people many chef kitchen,train
0,place like big high school nothing drama politics going,train
1,microsoft holding back otherwise great company,train
0,improve company culture shorten work day,train
0,great team dependent developer,train
0,manager,train
0,best place experience,train
0,6 year,train
0,apple retail crabtree valley mall,train
1,apple expert,train
1,content quality analyst,train
1,good career prospect,train
0,interesting expectation,train
0,amazon life,train
0,communication,train
0,nyt article true,train
0,shadiest business practice company ever worked,train
1,ready fit mold,train
0,finance,train
1,good,train
1,manager,train
1,overall good improved,train
1,challenging work environment reporting manager pressure,train
0,amazon burn employee,train
1,situation associate,train
0,employee focused,train
1,lot opportunity grow,train
0,shallow company lost glam running purely brand valuespecific msit,train
0,love customer hate working company,train
1,exciting good pay tough family life,train
1,best class company cutting edge technology,train
1,okayish,train
1,service engineer,train
0,long time shopper long time employee,train
1,fulfillment center,train
1,sr software engineer,train
0,hard work,train
0,much,train
0,watch,train
0,fcs different corprate aws,train
0,employee friendly,train
0,burn churn,train
1,pantry associate,train
0,stressfull job,train
0,microsoft finance folk,train
0,data associate amazon chennai,train
0,product manager,train
1,product specialist sale advisor,train
